# $Id$
version  2 # of file format

# three-letter-prefix protein accessions (traditionally with five digits)
3+5  AAE  gb_patent_prot
: 8 41 3 7 9 52 6 8 61-2 5 7 9-70 4-5 7 9 81 3 5 93 6-7 201 3 5 12 6 21 3 5 8
: 32 4 41 3 5 8 52 62 4 77-8 80 2 4 6 8 90 2 4 6-7 9 301 3 5 9 12-3 20 5 8 34
: 42 8 60 2 6 8-9 72-3 83 91 3 5 7 406-7 9 11 3 5 7 9 21 7 30 4-7 50-1 3 7 9 61
: 4 72 4 8 88 93 6 8-9 501-2 5 9 11 6 8 22 31 5 7 9 41 3-4 6 9 51 3-4 69-70 2-3
: 5 7 80 2 8 600 2 6 8-9 14 6 20 2 4 6 8 31 3 6 42 5 51 3 7 65-6 8 70 2 6 84
: 6-7 9 91 3-4 700 3 5 7-8 20 2-3 5 7 34 7 40 4 6 56 8 61 3 5-6 8 72-3 5 7 9 93
: 7 9-800 2 5-6 14-20 5 9-30 6-8 40-8 54 7-62 4 6-8 71 6-7 83 5 7 9 93-4 6-7 9
: 901 4 14 6 8 20 2 4 6 8 30 2-3 5 7 9 41 3 52 5 7 9 61 5 8 70 3 7 83 5 90 2 4
: 6
: 2002 4 8 17 9-20 30 2 4 8 40 2 4 6 50 7 9 62-3 8 75 7 80 4 8 94 6 102 4 6 8
: 10 2 4 6 22 5 9 31 6 8 40 3 51 3 5 9 61 3 5 7 71 3 6-7 9 85 93-4 6 8 200 2 4
: 6-7 13 5 23 8 32 40 4 6 8 50 3 5 7 9 62-3 6-7 9-70 2 5 7 9 81-2 4 8 90 2 4
: 309 12 4 6 9 21 3-4 34 41 7-8 51 3 5 64 78 80 2 90-1 3-4 6 8-9 401 3-4 7 9 11
: 5 7 20 2 5 9 41 3 9 51 3 9 61 3 7 73 83 5 93 5-6 8 500 2 4 13 5 9 21 9 31 4
: 41 3 5 7 9 51 6 9 64 6 70 2 4 9 83 90 2 7 605 13-4 6 20 2 4 6 8 33 5 7 9 42 4
: 51 3 7 9 61 7 73 6 8 80 2 4 6 8 90 2 4 700 7 9 11-2 20 2 4 6 8 31 6 40 51 6 8
: 60 8 71-2 6 8 81 6 8 90 5 9 801 6 10 3 5 7 25 33 9 42 6 50 63 9 71 4 81 3 5 8
: 91 3 6 902 4 6 9 11 3-4 6 20 9-30 2 5 7 41 51 67 9-71 3 5 7 83 8 96 8
: 3000 4 6 16 8-9 25 8 30-1 3 42 4-5 7-8 50 2 4 7 67 75 7 9-80 2 8 95 7 101-2 4
: 18 22 5 7 32-3 5-6 41 7-8 52 6 9 61 3-4 9 71 3 7 9-80 2 7 95 7 201 3-4 6 8-9
: 11 3 5 22 6 9 33 5-6 40 2 4 6 8 53 8 60 2 77 9 81 5-6 92 5 8 306 13-4 6 8 20
: 2 4 6 8 30 40 55 7 63 8 74-5 9 82 6 97 9 401 3 13 5-6 22 8 32 4 6 8 47 9 59
: 61 4 6 71 4 6 8 80 2-3 5 7 9 92 8 515 7 21 9 31 3 5 42 9 53 5 62 4 8 70-1 3 7
: 9 81 3 91 4 603 6 8 14 8 20 5 7 32 7 40 4-5 53 5 7 61 3 9-70 3 5 8-9 81 4 9
: 98 709-10 6 9 21 34 9-40 2-3 5 7 9 51-2 4 6 70 2 6 8 80 2 5 8 95 8 800 4 6 8
: 10 4-5 8 24 6 8 30 2 4 7 40 51 3 60-1 3 7 9 71 3 5 84 8 96 8 906 8 12 5 7 9
: 21 3 5 30 4 6 8-9 42 4 6 8 50 2 6 8 61 8 71 4 6 82 4 6 8-9 92 8
: 4000 2 4 6 10 2 6 21 5 7 9 31 4 6 42-3 6 8-9 51 6 9 61 4 6 8 70 3 5 7-8 91
: 100 8 10 2 9 21 3 7-8 32 4 6-7 41 3 5 8-9 56 60-1 3 8 71-2 4 80 2 205 10 8 23
: 5 7 9-30 6 8 40 2 4 7 53 7 9 61 3 5 7 9 72 7 81 3 7 91 3 5 7 9 302-3 8 10 2 7
: 20 5 7 31-2 4 9 44 6 52 5 9 61 5 7 71 3 5 7 9 81 4 8 90 2 4 8 409 14 7 20 2 7
: 9 34 7 9 45 54 63 6 9 78 80 2 4 91 9 506 8 14 6-7 24 6 40 2 8 50 2 4-5 8 61 5
: 71 81 7 9 91 3 6 604 8 14 7 21 30 3 5 8-9 43 6 54 8-9 64 6-7 71 8 85 7 9 91 7
: 700 5 7 9 11 3 27 30 4 48 51 5 7 60 5-6 8 70 7 85 99-800 11 4 7 25-6 30 6 8
: 45 8 51 3 5 9-60 4 6 70 3 5-6 9 81 5 7 9 91 4-5 7 9 901-2 9 13 5 22-3 31 45
: 53 7 61 5 7 76 82 4 8 90 4 7 9
: 5001-2 4 11 7 9 21 8-9 33 5 8 40 2 6 8 50 3 5 8 60 2 4-5 8 70-1 6 8 81 6 90 9
: 102 4 7-8 11 24 30 3-4 8-9 41 6-7 51 6 62 4 6 72-3 5 8 80 7-8 91 3 7 201 3
: 5-6 14 6 22-3 6 33 42 4 8 50 3 6 63 8 75 7 9 81 3 5 7 9 93 8 302 4 7 11 3 5
: 20 4 9 33 7 41 3 9 51 5 61 3 78 89 91-2 5 8 402 4 10 2 8 20 30 9 43 5 52 4 7
: 9 62 4 7 72 6-7 9 85 90 4 500 8 13 5 8 20 9-30 2-3 5-8 46-7 51 5 64 71 8 80-1
: 4 90 2 4-5 8 603 5-6 8 10-1 3 6 23 5 8 33 5 7 9 41 7 9 53 5 8 64 72 5 9 81 3
: 5 7 9-90 2 4 7 9-700 3 6 8 12 4 7-8 20 2 8 35 41 4 50 2 69 75 8 83 7 99 804
: 12 6 8 20 2 4 7 39 45 9 51 5 7 63 5 8 75-6 8 81 5 7 9 91 3 6 8-9 902-3 6-7 9
: 11 3 5 9 23 5-6 9 31 3 5 7 9 42 4 8 55 8 63 77-8 86 91 3 6 8
: 6002 4 6 11 8 23-4 6 8 30-1 40-1 3 6 50 2-3 61-2 8 70 2 4 6 8-9 81 5 7 91 6-7
: 9 101 6 11 3 5 9 23 5 7 9 31 3 7 9 43 5 62 4 7-8 70 5-6 8 81 5 90 4 200 6-7
: 13 24 8 31 9 46 50 2 7 60 4 6 70 2 84 7 92 4 8 300 2 4 6-7 13 23 6 35 7 9 41
: 3 5 7 53 6 8 60 2 4-5 73 7 82 5 7 91 3-4 6 9 401 7 11 4 8 20 2 5 7 31 3 5 8
: 42 7 9 53 9 66 8 73 6 88 90 2-3 5 503 6 8 14 22 5-6 8 31 7 9 43-4 9 51 3-4 7
: 69-70 2 6-7 9 81-2 4 9 95 7 9 601 3 5-6 8 10 2 5 7 20 6 30 2 8 42 55 7-8 61 3
: 5 8 80 2 5 91 3 7 705 9 11 3 5 7 31 3 6 9 41 3 5 7 9 51 3 69-70 5 9 82 4 90 3
: 9-800 2 9-10 2-3 6 20 6 8 36 8 42 5 8 51 5 8-9 61-2 4-6 81 8 90 3 5 7 9 912 4
: 6 8 23 5 7 9 32 4-5 8 42 4 6-7 50 3 5 7 68 79 83 91 4 8
: 7004 10 9 21 4 7 38 45 57 61-2 4-6 8 72 4 8 80 4 6 92 110 7-8 29 32 7 40 2 7
: 54 7 62 4 72 82 7 90 2 6 204 6 8-9 12 4 6 8 20 4 6 8-9 31 3 5 7 9 45-6 8-9 53
: 7 9 63-4 7 82 7-8 90 3 9 301 5 7 11 3 27-8 30 6 8 40 4 6 55 7 61 3 5 71 3 5
: 80 8-9 93 9 402 4 6 8-9 11 3 6 8-9 21-3 5 7 34 7 43 9-50 7-8 60-1 8 75 7 9 83
: 5 7 9 97 9 501 5 12 5 7 24 8 33 5 7 9 41 4 6 50 4 6 8-9 61 5 7 9 74 7 80-1 4
: 6-7 96 9 601 3 5 7 17 21-2 5 7 9 31 4-5 7 40 52 4 7 65 70 2 7 85 7-8 90 4 8
: 700 2 5 7 9 14 31 3-4 6 8 42-3 6 8 50 2 65 7 70 6 9 81 4 6 8 90 2 5 7 9 801 4
: 6-7 9 14 6 8 20-1 4 31 40 2 5 51 3 5 7 64 6 72 4 80 4 6-7 97 9 901 4 6 10 2 4
: 7 9-20 3-4 6 8 31-2 6 8 41 3 5 58 60 2 4 7-8 72 8 81 5-6 8-90 2-3 5 9
: 8007 9 11 3 20 3 32 4-5 7 9 41 3 5 53 60 7 9 73 7 9 84 91 3 102 6 8 12 5 9 22
: 7 9 31 3 42 6-7 58 60 3 9 71 6 80 93 5 7 9-200 2 4 6 8 14 20-1 33-4 41 5 7 9
: 51-2 4 6 61 72-3 6 81 3 5 9 94-5 8 305 8 16 8 23-4 7 9 32-3 9 41 5 9 51 3 6 9
: 61 3-4 71 4 6 8 80 3 6 9 91 4 6 402 4 12 4 21 3 5-6 8 30 2 7 40-1 3 8 56 9 61
: 3 5 7 73-4 6 8 83 5 7 9 93 7 9 502 5 9 11 3 8 22-3 36 8 41 4 6 8-9 52 4-5 9
: 61 3 5 7 74-5 8-9 83-4 7 92 600-1 3 5 7 10 4 6-7 20 2 4 6 38 40 3 5 7 51 6 8
: 60 2 4 6-8 70 80 2 4 6 93 7 9 701 3 5 7 9 14 8 20-1 3 30 3-4 9 45 7 9 52 4 6
: 8 63 5 7 9 71 3 81-2 7 9 91 3 8 806 9 11 4 7 21 3 5 32-3 5 7 9 43 9 54 8 60 5
: 7 9 73 5 8 80 3 7 9 91 3 6 8 905 17 9 21 8 30-1 40 2 6 50 61-2 4 6 73 80 2
: 4-5 9 91 3
: 9003 8-9 11 5 7 9 21 3 8 32 6 43 5-6 51 3 6 8 62 4 6 78 85-6 94 6 101 6 8 10
: 2 4 21 4 7 9 36 8 44-5 51 5 8 63 5 9 73 8 80 2-3 6 8 90 5 202 9 11 20-2 5 8-9
: 32 4 6 8 40 2 4 6-7 55 9 63 5 7 9 71 4 9 81 3 6 90 4 7 9-300 4 9 11 7 20 4 6
: 32 6 8 42 52 6 8 63 5 7 9 71 3 80 2 92 4 8 400 2 5 8 11 22 5-6 34 6 42 7 9
: 52-3 5 63 5 74 7 9 81 5 9 94 7-8 501 3 6 8 10 4 7 22 4-5 7 9 31 3 9 45 51 5 7
: 9 61 4 6 8 73 5 80 5 7 92 6 8 601 3 5 9 11 3 9 21 4 6 8 30 3 5 7 9 56 60 70 3
: 83 5 9-90 5 8 700 2 4 6 8 10-1 3-4 6 9 24-5 9 31 3 5 40 4 8-9 51 3 5 7 68 72
: 83 7 91 6 804 10 2 6 8 36 40 4 53 5 7 9 63 5 8 70 4 8-9 83 91 5 900 2 12 21 5
: 8 34-6 9 41 5 9-50 2 4 68-9 75 85 7-9 91 3 5 7 9
: 80001 3 5 7 23-4 6 8-9 31 5 7-8 40 2 9 57 65 9 71 6 8 80 2 4 8 91-2 4 104 7
: 10-1 3 6 8 24 7 31 4 41 6 8 52 4 6 8 60 8 70 3 7 83 7 9 91-2 4 6 8 202 6 9 13
: 7 9 27 9 33 5 7 9 41 3 7 9 51-2 4 6 8 65 8 74 8 82 4 7 91 3 7 9-300 2 4 6 8
: 12 4-5 7 9 21 6 8 32-5 7 9 41 5 51 3 5 61 73 6 404 9 11 21 3 5 7 9 31 5-6 8
: 41-2 4 6 8 54 6 8 60 3 5 7 79 84 91 3-4 6 8-9 501 4 6 10 2 9 22 4 33 5 7 9 41
: 3 5 8 57 61 3 5 7 87 9-90 5 9 602 4 15 7 9 21 6 8 31 3-4 6 8 46-7 9 53 5 7 9
: 65 7 74 83 5 9 91-2 4 6 8 700 2 9 11 4 6 20 2 6 8-9 34 8 54 6 64 6 8 74 6
: 93-6 9 802 8 11 3 5 7 9 21 3 5 7 9 31 4 40 2 4 6 9-50 2 9 70-1 3 83 8 90 2-5
: 7 9 901 9 16 22 5-6 8 30 4 43 7 9 51 3 5 7 63 6 8 70 2 7 88 90 4
: 1007 9 11 5 30 5 43 5-6 8 50 2 4 6 9 69 78 80 90 2-3 100 3 5 7 9 15 7 22 4 6
: 8 30 4 6 9 41-2 4 55 9 61 3 5-6 8 73-4 7 82-3 5 7 9 91 9-200 2 6-7 10-1 5 21
: 9 33 6 46 8 51 60 3 5 7 9 71 3 84 6 8 90 4 6 304-5 10 5 21 3 7 30 2 7 9 46
: 8-9 52 4 7 60 4-5 9 76 8 81 5-6 90 4 403 7 21 9-30 2-3 5 40 2 6 50 2 8 60 2 9
: 71 3 5-6 80-1 3 5 7 91 3 6 500 10-1 3 7 39 44 6 8-9 51 5 64 6 8 72-3 5 7 9 83
: 92 4 9-600 2 5-6 11 3 7 9 21 9-30 2 4 6 8 44 6 9 56 8 60 2 4 7 9 73 5 7 81 5
: 7 9 94 8 702 4 6 10 2 5 7 24 6-7 9 32-3 5 47 50 2 7 63-4 9-71 3 6 9-80 5 91
: 804 39 89 95 9 901 4 8-9 13 6-7 30 4 40 2-3 8 53 8 60 5 70 2 4 6 80 3 5-6 92
: 4 6 8
: 2001 9 11 3-4 22 4 7 9 31 41 3 5-6 8 51-2 6 62-3 73-4 80 2 4-6 8 99 101 14 6
: 9-20 2 5 42 4 9 56 9 62 6-7 9-70 4 6 8 80 3 6 94-5 200 2-3 5 10 3 6 8 21-2 5
: 42 4 6 9 52 6 64 6 70 2 8-9 84 6 9-90 2-3 300 6 8 10-1 3 5-6 8 20 2 4 6 35 45
: 54 7 9 61 8-9 74 7 84 6 8 91 3 5-7 400 8 10 4 8 24 34-5 7 40 3 6 58-9 62 4
: 6-7 9 76 8 81 3 8 92 5 8 509 12 5 8 20 3 9 31 3 5-6 40 8 50 6 62 4 6 9 71 3 7
: 9 83 5 8 90 602 4 6 8 10 4 6 8-9 21-2 5 7 9 33 9 41 5 9 53 5 9 61-2 8 72 4 6
: 81 3 91 7 701 4 10 4 6 21 3 6 35 44 6 8-9 51 5 62-3 5 7 75 7 81 3 5 7 9 93-4
: 6 8 800-1 10 7 27 30 2 4 8 42-3 5 7 50 2 5 8 62 4 7 70 2 4 6 8 80 3 7 91 3 5
: 7 9 901 6-7 15 20 2 4 30 7 48 50 3 7 9 61 5 70 3 6 8 80-1 3 5 9 95
: 3001 3 5 7-8 13 6 20-1 4 6 8 32 5 7 9-40 4 50 4 6 64 6 8 70 6 81 3 5 9 91 5
: 7-8 104 12 6-7 20 7 9 33 5 7 40 2 8 51 3 61 6 70 2 8-9 81 5 90 7 9 201 4 7 11
: 3 22 4 6 31 6 8 45 7 9 53 5 7 62 8 71 5 8-9 81 7 9 92 6 8-9 303 15 7 21 3 9
: 31 3-4 6 8 42-3 5 9 51 3 8 69 71 5-6 8 82 6 90 9 401 4-5 12 4 6 8 25 7 9 32
: 4-5 42 8 59 64 6 72 8 80 3 6 8 95 7 502 11-4 6 26 32 4 41 3 7 9 52 4 62 4 8
: 72 5 8 80 2-3 5 9 91 3 8 600-1 11 8 21 5 9 33 5 7 41 3 5 52 4 60 2 6 78 83-4
: 6 94 8 700 3-4 6 17 24 30 5 41-2 5 7 9 51-2 4 7 9 61 5 7 9 71-2 4 6 8-9 81 3
: 6 8 90-1 3-4 802 4 6-7 9 15 7 20 2 7 9 38 40 2 4 6 52 8 70 6 8 85 7 9 91-2 4
: 7 9 902 4 7 9 11 4 6 24 8 30 6-7 9 42-3 5 7 9 51 5-6 62 6 8 71-2 5 8 88 92 4
: 8
: 4000 3 5 7 9 13 21-3 5 9 35 7 40 2 4 6 9 51-2 7 60-1 9 74-5 7 9 81 5 7 91-2
: 103 7 9 11 5 24 8-31 4 6 42 5 54 62 6 71 3 80-1 3 91 3 9 204 8 10 3 5 20 7 33
: 7 9-40 2 4 9 51 3 5 7 65 9 77 80 4 6 92 5 7 9 301 3-4 9 13 27 9 33 6 43 7-8
: 50 9 71-2 4 6 80 90 2 4 402 11 3 7 22-3 8 30 3 8 42 5 8 53 7 61 9 71 3 6 86
: 97 500 6 8 10 2 4 6 21 3 9 33 7-8 42 4 51 3 5 61 3 5 8 71 3 5 7 9-81 3 5 9
: 602 10 2 4 6 8 20 2 4 6-7 9 34 7 9 41 3 51 3 5-6 9 61 9 71 3 81 4 6 8 90 5 9
: 703 5 8 12 20 2 4 6 8 36 40 3 5 7 53-4 6 9 63 5 77 9-80 4 95 7 9 801 3 8 15-6
: 24 35-6 8 40 4 8 52 5 65 7 9 73 5 7 9 81-2 7 91 3-4 6 900 2 4 6 9 15 9 21 3 5
: 8 37 46 8 52-4 8 60-2 8 70 2 4 6 8 81-2 4 6 90 3 5-6 9
: 5001 3 12 8-9 22 6 34 41 55 7-8 62 4 6 70-1 5 9 81 3 5 7 97-8 105 7 9 11 7 9
: 22 4 6 8 30 2 5 9 42-3 5-6 52 4 9 61 3 5 7 72-3 5 7-8 81-2 4 6 91-2 4 201 3 5
: 7 12 33 52 4 9 62 4 6 72 5 9 81-2 4 92 5 9 302 4 6 9-10 2 4 6 8-9 27 9 31 7
: 42 4 6 9 51 5 63 73 5-6 84 6 8-9 95 7 9 401 3 8 11 3-4 7-8 20 3 9 31 6 8 40 2
: 4 7 57 9 61 73 5 8 81 3 90 2 4 6 8 504 6 9 11 9-20 2 4 7 9 32 4 6-7 9 41 6-7
: 50 7 60 6 72 6 83 5 7 95 7 9 602 5 9 19 28 33 8 40 2 5 7 9 55 8 62 5 9 71 5 7
: 9 81 4 6 8 90 2 6 8 700 2 8 10 20 2 9 31 4 6 40 5 7 58 64 8 70 2 8 83 7 95 7
: 801 3 6 12 4 20 35 7 50 3 9 61 3 5 71 8 82 5 7 9 91 3 5 7 900 5 8 10 2 7-8 20
: 3 9 31 3 5 7 44 7 9 55 7 9 61-2 4 6 8 70 2 5 7 9 86 8 91 4 6 8
: 6000 4 6 13 5 7 34 6 40 2-3 5 8 50 4-5 7 61 8 74 6 83 7 9 91 3 5 7 100-1 3
: 10-1 4 7 9 26 8 37-8 41 5 8 50 4 6 8 62 6 72 4 9 82 9 91-2 8-9 201-2 4 6 10-1
: 4 7 9 23 5 33 5 7 46 50 5 62 5 70 5 81 4 8 92-4 6 305 8 10 4 24 6 8 30-1 42 4
: 6 50 2 4 6 9 61 8 72-3 5 9 84 7 9 91 3 5 401 5-6 16 22 5 7 9-30 2 8 40 2 4 50
: 2 4-5 67 9 71 82 92 4 6 512 4 6 9 21 5 7 33 6 8 40 8 50 2 65 71 4 7 9 81 7
: 9-90 3-4 600 2 4 6 8 10 4 9 25 7 9 32 4 42 50 3 5 69 72 4 7 81 7 9-90 4 6 8
: 701 3 7 9-10 4 8 24 38-9 41 52 4 6 8-9 64 6 8 74 8 80 6 90 2 4 6 800 3 7 17 9
: 26 8 30-1 4 6-7 41 3-4 7 9-50 5 62 6 70 2 6 9 83 5 7 9-90 7 9 905 7 11 6 22 8
: 30 3 5 9 41 7-8 62 8 70 2 4 6 82 7 92 6 8
: 7004 7 12 8 24 30 5 40 4-5 8 53 6 69 83 9 92 4 7 9 102 6 8 17-8 21 5 7 31 3
: 5-6 41 5 8 50 5 60 8 73 6 8 80 2 5-6 92 4 6 203-4 6-8 13 20 3 5 7 31 5 45 7 9
: 51 3 61 3 5-6 9 71-2 4 8-9 83 5-6 9 92 4 6 9 303 7 9 12 22 4 7 9 33 41 8 51 5
: 63 5 7-8 70 2 80 3 5 9 91 7 400 3-4 7 9 11 3 7-8 20-1 3 5 7-8 30 4 6 8 44 6
: 50 5 7 9-60 2 4-5 7 70 3 9 83-4 93 7-8 500 2 5-6 14 9 23 7 31 4-5 7 9 43 5
: 7-8 52 4 6 60 3 6 8-9 71 3 80 2 90 2 4 6 8 600 3-4 7 17 9 26 30-1 3 8 44 6 8
: 51-2 8 61 9-70 3 7 9 81 3 5 8 92 5 7 703 5 7-8 12 4 20 2 5-6 32 4 6 8 42 4-5
: 7 53 6-7 61 3 9 71 5 80 2 4 6-7 9 93 7 9 802 4-5 7 9-10 7 22 7 30 41 6 50 5
: 9-60 2 4 6 9 72 4 6 8 81 3 8 92 7 9 901 5 9 11 3 5 7 25 9 33 5 7 48 50 4 6 8
: 60 71 3 5 81 6 9 91 7
: 9-8000 2 10 2 26 32 4-5 7 9 46 59 61 3 7 73 5 7-9 81 8 90 5 7 9 101-2 4 10 2
: 5 26 31 7 9 49 51 3 6 8 64 70-1 83 96-7 9 201 3 7 11 4-5 20 32-3 6 9 41 3-4 6
: 8 51 3 5 7-8 60 4 9 72-3 8 82 4 92 4 6 8 300 7 11 3 5 7 9 21 3 9 37 45 7 9 53
: 7-8 60 3 7-8 70 3 6 8 80 3 6 99 402-3 8 10 2 4 9 21 6 30 3 5 7 41 3 5 9 51 7
: 65-6 73 5 83 5 503 5 7-8 12 6 8 20 2 5 9 31 4 6-7 49-51 7 9-60 2 9 71 3 7 9
: 82 5 92 4-5 8-9 609 11 4 6 22 6 8-9 34 6 8 41 55 7 9 61 4 6 8 74 6 8 80 2 4
: 700 3 5 11 5-6 31 5 42 5 9 54 6 8 69 73 6 8 81 90-1 4 6 8 800 3 5 7 9 18 28
: 32 4 8 40 3 5 9 52 4 6 63 6-7 9 71-2 4-6 9-80 3 94-5 7 9 901 3 5 12 4 6 27 9
: 35 7 40 3 55-6 8 62 72 7 87 90
: 9002-3 5 10-1 20 6 9 38 46 55-6 8 65 70 4 7-8 80 5-6 90 2 8 100 10 5 26 34 40
: 2 4 6 8 50 9 61-2 70 9 84 6 8 90 9 201 9 11 5 7 9-20 7 31 3 46 8 50 2 5 7 66
: 8 73 8 80 2 4 6 90 2 4 7-8 300 2 4 8 10 2 21 3 7 32 6 42 4 8 50 4 6 60 3 5 7
: 71-2 8 83 7-8 92 4 8 400 2 10 3 5 7 9 21 6 36 42 5 7 51 7 9 61 5 7 71 4 9 83
: 6 8 94 6 8 500 5 7 12 4-5 7 9 21 3-4 6 37 9-40 2 4 7 9 51 5 8 60 3 6 8 71 7 9
: 83 5 8 90 6 9 609 16-8 22 5-6 8 32 6 8 40 51 3 9 61-2 9 81 5 9 91 7 9 701 12
: 4 6 20 2 30-1 5 7 43 60 6 8 70 8 82 4 7 9 91 5-6 804 6-7 9 11 6 8 21 5 8-9 31
: 3 5 7-8 40 3-4 8 51 3 5-6 8 60 3 5 7-8 70 2 5 9 81 3-4 6 9 95 9-900 2 5 7 9
: 21 3 6 9 33 47 50 2 5 72 5 8 80 3 6 8-9 91-2 4 6
: 90000 2 13 5 7 9 21 32 9 41 3-4 6 8 53 7 9 66 72 83-4 9 93-4 7-8 104 7-8 10
: 2-3 5 29 31 42 4 9 51 9 61 3 5 7 9 71 3 80-1 4 6 8 90 7 200 2 5 7 10 2 4 7 21
: 3 5 7 31 3 5 7 9 41 53 8 60 8 72 4 6 80-1 92 9 303 7 9-10 2 20 7 9 31 3-4 6
: 42 7 52 4 8 60 3 5-6 8 76 83 5 7 90 3 7 9 403 7 9 11 3 5 8 23 6 32 6 8 44 6-7
: 50-1 6-7 9 61 74-5 8 80-1 4 6 90 5 7 504 8 10 5 7 9 21-2 4 6-7 9-30 2 4 6 40
: 4 9 56 75 80 4 6-7 9 91 3 6 8-9 603 8 10 2 7 9 21 3 5 9-30 40 7 54 60 2 70 3
: 5 7 81 4 6 92 4 6 8 713 5 8 20 2 5 9 31 3-4 8 41 3 5 7 9-50 4 61-2 74 81-2 7
: 93 8 802 7 11 3 23 30 6 43 5 52 8 63 6 8 71-2 8 81 3 5 9 91 3 904 6 9-10 2 4
: 6 26 8 35 7 43 7 9 51 4-5 9 61 3 6 70 6 81 7 91 3 8
: 1003 5 7 9 11 8 20 2 4-5 9 31 3 49 53 5 7 62 4 7 9 78 80 5 7-8 105 8 10 3 27
: 31 4 6 43 5 51 3 5 9 63 9 71 5 81 3 6 8 92 4 6 9 204 7 11 5-6 9 21 3 5-6 32-3
: 5 7 9 42 7 9 51 8 62 4 6 78 80 7 9 91-2 301 8 12 4 20 2 7 31 3 9 43 5 7 50 2
: 65 9 75 9 87 9 91 3 6 400 2 5 7 11 4 6 8 23 5 9 32 5 7 41 4 53 5-6 8 62 5 7
: 70 2-3 80-1 7 93 5 8-500 2 4-5 7 9 12 4 6 8 20 3-4 6 30 5 7 51 5-6 64 6 8 75
: 8-9 81-2 4-5 7 603 5 7 9 12 9 25 8 30 4 43 5 8 56 62 4 6 71 3 6 9 83 5 9 97
: 9-700 2-3 7-8 10 6 20 2 6 8 31 3 5 7 9 41 5-6 50 3-4 6 8 60-1 3 5 8 78 80 6
: 95 7 804 6 8 10-1 4 6 8 20 2 4 8 30 2 4 43 6 9 57 60 4 6 70 5-6 8 86 91 3 5 7
: 9 901 13 5 7 9 21 3-4 33 5 9 42 6 8 50 2 4 6 60 5 7 9 75 7 9 82 9 91 5
: 2002 4 6-7 9 11 5 7 9 21 5 9 31 5-6 9 45 7 9 51 61 9 71 3 5 7 9-80 2 4 8 90 2
: 4 8 100 2 6 9 11 6 8-9 24 6 8 30 4 8 40 2 54 6 8 60 3 6 9 75 7 84 6 93 7 9
: 201 6 10 4 6 8 21 3 7 9 32 5 40 5 54 6 8 60 2 70 2 7 83 5 7 91 4 7 9 301 3-4
: 6 8 10 4 6 35 43 5-6 8 51-2 4 6 8-9 61 3 70 2 6 8 85 8 91 5 401 3 6 8 10 2 5
: 7-8 24 30 4 42 4 55 9 61-2 4 6 8-9 73 5-6 83-4 7 93 8 502 4 7 11 4 6 8 20-1 3
: 6 8 31 3 5 9 41 4-5 7-8 50 9 61 6-7 71 5 81 3 7 9 91 3 7 603 8 10 2 7 9 22 7
: 33 6-7 45 7 50 4-5 8 60 8 73 5 8 80 2 4 7 91 3 7 702 4 7 13 5 9 21 5 30 5 9
: 43 9 53 5 7 9 61 4 76 80 2 4 7 91 4 6 9-800 2-3 5 15 21-2 4 7 9 34-5 7 40 2 4
: 50 2 4 6 8 62 4 6-7 70 2 4 6 9 89 94 9 905 7 14 25-6 8 32 4 42 9 59 61 3 6 70
: 2 4 6 8 84 8 90-1 3 5 7 9
: 3001 3 8 20 4 6-7 32 4 6 8 50 4 6 8 60 2 4 7 71 3 5-6 8 81 3 8 101 3-4 6 8 10
: 2 4 6 23 8 30 2 4 6 42 4 52 4 6 8 60 2 4 6 71 3 7 85 94 6-7 9 201 5 11 4 6 8
: 27 9 45 7 9 52 5 8 60 4 8 71 3 6 83 5 7 91 3 304 6 15 8 20 2 4 8 31 5 47 56
: 8-9 61 70 3 5 8 84-5 9 91 5 9 402 4 8 10 7 9 22 34 6-7 9 41 3 51 5 8 60 2 5 7
: 75 7 89 93-4 6 500-1 3 5 10 2-3 23-4 6 8 30 4 6 41 4 6-8 50 2 4-5 7-8 61 3
: 8-9 71 4-6 8 84 6 9 92 4 6 8 617-8 22 7 9 33 8 44 8 50 3 5 7 9 61 3 5 7 9 73
: 81-2 7-8 90 8-9 701 4 6 8 10 2 4 6 8 20-1 3 5 7 9 33 5 7 9-40 2 4 6-7 9 53 5
: 60 3 71 3 80 3 5 92 6 8 804 6 10-1 5-6 21 9 39 44 8 50 2 4 6 8 62 6 8 71 7 81
: 5 9 99 904 6 10-1 28 30 3-4 7 9 42 6 8 50 6 8-60 6 73 80 3 92 4 7
: 4008 10 2 4 6 8 20 3 7 31 4 6 8 40 2 4 6 9 55 7 61 72 9 81 4 6 93 6 104-5 9
: 16 25 7 9-30 2 9 45 53 5 9 61 3 5-6 70 3 5 7 9 82 4 6 94 7 201 5 11 3 5 24 6
: 8-9 31 3 5 7 41 3 6 53 6 63 5 7 81 4 9 91 7 9 304 7 12 20 4 30 5-6 8 40 5 8-9
: 51 3 5 62-3 5-6 8 72 6 8-9 81 3 5 91 3 7 406 12 4 7 9 23 31 3 5 8 40 3 6-7 50
: 6 60 2 4-5 7 71 5 7 9 81 4 7-8 90 6-7 501 4 8 12 8 20 2 5 7-8 32 4 6 47 52 60
: 6 8 76 82 7 91 3 7 9-600 2 6 12 4 6 20 2 4 6 8 32-3 5 7 9 42 53 6 8 60 5 7-8
